"time","mode"
1,2.1833333333333336
2,2.1833333333333336
3,2.1833333333333336
4,2.1833333333333336
5,2.1833333333333336
6,2.1833333333333336
7,2.1833333333333336
8,2.1833333333333336
9,2.1833333333333336
10,2.1833333333333336
11,2.1833333333333336
12,2.1833333333333336
13,2.1833333333333336
14,2.1833333333333336
15,2.1833333333333336
16,2.1833333333333336
17,2.1833333333333336
18,2.1833333333333336
19,2.1833333333333336
20,2.1833333333333336
21,2.1833333333333336
22,2.1833333333333336
23,2.1833333333333336
24,2.1833333333333336
25,2.1833333333333336
26,2.1833333333333336
27,2.1833333333333336
28,2.1833333333333336
29,2.1833333333333336
30,2.1833333333333336
31,2.1833333333333336
32,2.1833333333333336
33,2.1833333333333336
34,2.1833333333333336
35,2.1833333333333336
36,2.1833333333333336
37,2.1833333333333336
38,2.1833333333333336
39,2.1833333333333336
40,2.1833333333333336
41,2.1833333333333336
42,2.1833333333333336
43,2.1833333333333336
44,2.1833333333333336
45,2.1833333333333336
46,2.1833333333333336
47,2.1833333333333336
48,2.1833333333333336
49,2.1833333333333336
50,2.1833333333333336
51,2.1833333333333336
52,2.1833333333333336
53,2.1833333333333336
54,2.1833333333333336
55,2.1833333333333336
56,2.1833333333333336
57,2.1833333333333336
58,2.1833333333333336
59,2.1833333333333336
60,2.1833333333333336
61,2.1833333333333336
62,2.1833333333333336
63,2.1833333333333336
64,2.1833333333333336
65,2.1833333333333336
66,2.1833333333333336
67,1.7166666666666668
68,2.1833333333333336
69,2.1833333333333336
70,2.1833333333333336
71,2.1833333333333336
72,2.1833333333333336
73,2.1833333333333336
74,2.1833333333333336
75,2.4166666666666665
76,2.1833333333333336
77,2.1833333333333336
78,2.1833333333333336
79,2.1833333333333336
80,2.1833333333333336
81,2.4166666666666665
82,2.4166666666666665
83,2.4166666666666665
84,2.1833333333333336
85,2.1833333333333336
86,2.1833333333333336
87,2.1833333333333336
88,2.1833333333333336
89,2.1833333333333336
90,2.1833333333333336
91,2.1833333333333336
92,2.1833333333333336
93,2.1833333333333336
94,2.1833333333333336
95,2.1833333333333336
96,2.1833333333333336
97,2.1833333333333336
98,2.1833333333333336
99,2.1833333333333336
100,2.1833333333333336
101,2.1833333333333336
102,2.4166666666666665
103,2.1833333333333336
104,2.1833333333333336
105,2.1833333333333336
106,2.1833333333333336
107,2.1833333333333336
108,2.1833333333333336
109,2.1833333333333336
110,2.1833333333333336
111,2.1833333333333336
112,2.1833333333333336
113,2.1833333333333336
114,2.1833333333333336
115,2.1833333333333336
116,1.9500000000000002
117,1.9500000000000002
118,2.1833333333333336
119,2.1833333333333336
120,2.1833333333333336
121,2.1833333333333336
122,2.1833333333333336
123,2.1833333333333336
124,2.1833333333333336
125,2.1833333333333336
126,1.9500000000000002
127,2.1833333333333336
128,2.1833333333333336
129,2.1833333333333336
130,2.1833333333333336
131,2.1833333333333336
132,2.1833333333333336
133,2.1833333333333336
134,2.1833333333333336
135,2.1833333333333336
136,2.1833333333333336
137,2.1833333333333336
138,2.1833333333333336
139,2.1833333333333336
140,2.1833333333333336
141,2.1833333333333336
142,2.1833333333333336
143,2.1833333333333336
144,2.1833333333333336
145,1.9500000000000002
146,2.1833333333333336
147,2.1833333333333336
148,2.1833333333333336
149,2.1833333333333336
150,2.1833333333333336
151,2.1833333333333336
152,2.1833333333333336
153,2.1833333333333336
154,2.1833333333333336
155,2.1833333333333336
