"name","b","n","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"ftrain uniform",1,12566,2.1525051971051213e6,1.7137940671654077,0.8029205085695892,0.36870507392108803,1.4585685496570275,28.409800049158296,1.7367985602560974,0.8104460544229904,0.3677514598637401,0.9307750474338305
"uniform",1,25066,0.42006217097290266,0.15534199967301848,0.11396033338782519,0.1208867467006461,0.05547345159647456,0.09584498564382753,0.14997732912429718,0.10678802470006601,0.11707553842417077,0.05176272611538582
"ftrain uniform",1,25066,2.1899210496297632e6,1.6900696999999998,0.8037728889940077,0.36859841359591333,1.4616585230745036,28.66232000649177,1.7130741930906896,0.8122506857655003,0.367820500806422,0.9298017862064412
"uniform",1,50000,0.180844390110764,0.15163962901898162,0.1070687948647106,0.11699655958193943,0.05219707406836942,0.09042588308701568,0.146093437915492,0.09981222218487014,0.11303481845514222,0.04849805953887498
"ftrain uniform",1,50000,2.214652610542564e6,1.7231400000000001,0.8119542530458921,0.3708764038597082,1.479273787671627,29.257622186740523,1.74614449309069,0.8204197546536539,0.3701027163993006,0.9445068402734336
"redistricting",1,398,33.36524343462063,0.2872752238724664,0.23129974485832372,0.17457821917285904,0.11852601981693305,0.22257601694154003,0.2921746291836794,0.2249480794891901,0.17191066812038086,0.11228559376225512
"ftrain redistricting",1,398,909073.4938870029,1.187868900000002,0.5264276137628073,0.29161218171643205,0.8724732431604639,11.070784046263952,1.2108733930906914,0.5316022243091602,0.29016854846566376,0.5277218418380282
"redistricting",1,794,12.540721467082651,0.2103749122935705,0.1783818711239371,0.15256659843748419,0.08927497811860838,0.16117546012555997,0.2142163360900623,0.17037522174991498,0.14913370909815057,0.0841259669694688
"ftrain redistricting",1,794,767724.6344242513,0.9577577084382299,0.3983975943363526,0.258431085566361,0.7569181945376069,9.673506517428494,0.9807622015289199,0.3998184854010349,0.25606952149194284,0.4399134562139125
"redistricting",1,1583,14.412360369962176,0.17528574729981056,0.1416858826317014,0.1361879978400174,0.0703255192319098,0.12041739103213697,0.16846678117474173,0.1327042386122219,0.1318833095343542,0.064829927885115
"ftrain redistricting",1,1583,547005.292667745,0.7930889000000018,0.3358946555085898,0.2374665497179559,0.6353311273620614,7.103763559888645,0.8160933930906922,0.33708366452254496,0.23512298881252974,0.3679980034644958
"redistricting",1,3158,2.8222344913013018,0.15295360798809837,0.1203937582725532,0.12569015075606593,0.058792990737088525,0.09893321751299183,0.14588236835018756,0.11211580358738504,0.12147791178246796,0.05438793235626911
"ftrain redistricting",1,3158,505788.78013162984,0.7842103022489717,0.31591551218490904,0.23188418813445724,0.6146118979325729,6.924255523660007,0.8033724022369105,0.3184679307449885,0.22993831885505128,0.3584055561168803
"redistricting",1,6300,0.6632306378709644,0.1467560253630455,0.10866722823627313,0.11934708047297521,0.0527554197096139,0.0884061812498656,0.14003475512376623,0.1009394473439913,0.11524686806270647,0.04885988882700387
"ftrain redistricting",1,6300,473042.7345184525,0.7819401260199876,0.292424283618273,0.22344143731780922,0.5817170854665192,6.428255977865698,0.8049446191106775,0.2966747892343663,0.22199966653968267,0.33511166845885343
"redistricting",1,12566,0.2227684873452964,0.14258284884572398,0.10154327953668078,0.1152385044168952,0.04917944885241477,0.08225853788873433,0.1358427905815147,0.09413040680192344,0.11118976188096,0.0455177163056518
"ftrain redistricting",1,12566,493121.8364548294,0.7960396246100379,0.29750127446743907,0.22532904178822172,0.5934956254897589,6.677563023134797,0.8190441177007278,0.30202968712191824,0.223868382653204,0.341056070002208
