"name","method","fixweighting","b","k","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"polynomial (order 11)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 11)","polynomial",true,2,2,0.008704209362689643,0.06319120961383645,0.007176062826813879,0.030104256429782154,0.0038352125292732383,0.009933893046040027,0.06593248710910866,0.008562545004166115,0.032841782294225554,0.004495454767659961
"polynomial (order 11)","polynomial",true,2,3,0.003128979339264221,0.02737388329603018,0.002877571072742557,0.01899556604124444,0.001480258659697589,0.004456977844871698,0.04590450218298484,0.0042222231719521225,0.023015073356711494,0.002148259881904477
"polynomial (order 11)","polynomial",true,2,4,0.0027178953859086402,0.022094585888472847,0.002719448342865089,0.018453968482696797,0.0013594569080928208,0.00394540165068202,0.04600702146410714,0.003909334519741429,0.02214483187701022,0.0019595647515066525
"polynomial (order 11)","polynomial",true,2,5,0.002821544984349752,0.021712615606767453,0.002922053240354502,0.019131954797554196,0.0014443846702846615,0.004030039964913752,0.04631897671309697,0.0040548330051491995,0.022562406115729825,0.0020218911660852216
"polynomial (order 11)","polynomial",true,2,6,0.0029215567281315126,0.02170874031555608,0.0030673509828406005,0.019605095592013105,0.001509552168720824,0.004164034883267028,0.04628768849133704,0.004201177231863131,0.0229763295104428,0.002092289209375364
"polynomial (order 11)","polynomial",true,2,7,0.002985045559811754,0.021603584069835653,0.003152398179260394,0.019877291943283935,0.0015485218973178897,0.004279897808365216,0.046205393230667385,0.004310158859013993,0.023281709533325805,0.0021470425744755635
"polynomial (order 11)","polynomial",true,2,8,0.0030240998786622833,0.02152155579937155,0.0032017053149730724,0.0200336566283782,0.0015714886265847609,0.004372228492833503,0.04613833650524696,0.004389696220351988,0.023503152800683307,0.0021880720203026746
"polynomial (order 11)","polynomial",true,2,9,0.003048795236417794,0.02144535362290128,0.003230999754817321,0.020126110862627604,0.0015853803589443562,0.004444231479932139,0.04609573890690617,0.004448505561024528,0.02366608465435219,0.0022189051300700677
"polynomial (order 11)","polynomial",true,2,10,0.0030649850686676867,0.021385363242754984,0.003248848020269019,0.020182295418412034,0.001594032350820479,0.0045002499303988955,0.04606918076197227,0.0044927580072044795,0.023788222356214098,0.0022423446760784786
"polynomial (order 11)","polynomial",true,2,11,0.0030758558462466172,0.02133920404199639,0.0032598209011317804,0.020216790871195024,0.0015995019921011744,0.004544035950380859,0.046053333209651784,0.00452655629076899,0.023881255889763444,0.0022603743573793252
"polynomial (order 11)","polynomial",true,2,12,0.0030835334858887,0.021306332238550194,0.003266798893091356,0.020238703121743782,0.0016031055249552172,0.004578725291173921,0.04604800601162599,0.004552902946035875,0.023953632143672455,0.0022744993820375922
"polynomial (order 11)","polynomial",true,2,13,0.003089017336474006,0.02128166737170466,0.0032711914670204645,0.020252486679858087,0.001605480408248161,0.00460642249182336,0.04604764828756323,0.004573637022952339,0.02401052973180108,0.0022856651603723596
"polynomial (order 11)","polynomial",true,2,14,0.0030931641628950367,0.02126323725279339,0.003274108635207927,0.020261628063528776,0.0016071401471189255,0.004628829259100035,0.04604786360341861,0.004590236534681985,0.024056047050591913,0.002294633126250373
"polynomial (order 11)","polynomial",true,2,15,0.003096237991584712,0.021248676273562164,0.003275933285880741,0.02026734142833596,0.0016082567613082217,0.004647029660514151,0.04604972812831176,0.004603558361401535,0.024092577812422387,0.002301857394714552
"polynomial (order 11)","polynomial",true,2,16,0.0030985384146573814,0.02123661647320031,0.003277044417537735,0.02027081755072869,0.0016090067699374765,0.004661950886080106,0.04604865888007857,0.004614379978043152,0.024122255146518272,0.0023077426969887157
"polynomial (order 11)","polynomial",true,2,17,0.0031003068357339965,0.02122742822694473,0.00327771577372463,0.020272913237113246,0.0016095217689285316,0.004674199928439086,0.046049645419203616,0.004623171940826748,0.024146378503015115,0.0023125398907340743
"polynomial (order 11)","polynomial",true,2,18,0.003101689362923983,0.021219786000395282,0.0032781100755309846,0.020274139955848484,0.001609880422589429,0.004684385406025583,0.04605146659458737,0.004630434701347897,0.024166305645389418,0.0023165114689214375
"polynomial (order 11)","polynomial",true,2,19,0.0031028162986934463,0.02121448359313458,0.0032783635975346796,0.020274923269887894,0.0016101498946997658,0.004692959472400334,0.04605345196873543,0.004636541913271972,0.02418304965699497,0.0023198526592846697
"polynomial (order 11)","polynomial",true,2,20,0.003103567697995539,0.021209367000000638,0.003278346413622273,0.020274865009358725,0.0016102668684254548,0.0047000014983886685,0.046056488187999144,0.004641493750000248,0.024196643701954634,0.0023225731311776513
"polynomial (order 12)","polynomial",true,2,0,24.621443796215466,1.6893066666666656,0.8146239387289725,0.3688835159829475,0.9294669205792845,49.49534700691579,1.707356801918208,0.8103870150590468,0.36685000245061344,0.9444069195783064
"polynomial (order 12)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 12)","polynomial",true,2,2,0.008632821168293328,0.06318372904986169,0.0071492702894873136,0.030042206677936653,0.003814886867086511,0.0098782230716485,0.06606228444905052,0.008541875026964692,0.032798538177791575,0.004479879679735296
"polynomial (order 12)","polynomial",true,2,3,0.0036136482527030335,0.02764722400452651,0.003143988824346575,0.019887762004416512,0.0016487083392335245,0.004948105098840753,0.04545721107723873,0.004617180031832744,0.024103639186134226,0.0023588531221227864
"polynomial (order 12)","polynomial",true,2,4,0.003587906810139267,0.022783211025042046,0.0033312363424068416,0.020468010576290767,0.0017073112822398766,0.004848719333681746,0.04598396746442538,0.004790704310039717,0.024656111523970507,0.0024009032387238517
"polynomial (order 12)","polynomial",true,2,5,0.004018085520589055,0.02180039394409456,0.003894117218384253,0.022176350066445815,0.0019678790123532717,0.005319644663284887,0.04606600664175467,0.005395933089950385,0.026363475271430795,0.00268402514879569
"polynomial (order 12)","polynomial",true,2,6,0.004419900723504091,0.021343612586025757,0.004406804402774345,0.023713749784066613,0.0022103267077907027,0.005820489618859034,0.046023766313566576,0.005979539425530369,0.028054306100733714,0.0029708223717529346
"polynomial (order 12)","polynomial",true,2,7,0.0047733456174769385,0.021123132498213865,0.004879842319617116,0.0252395186031982,0.0024401848137300115,0.006285238266275087,0.045992508719668625,0.006523839182757175,0.02980940445007095,0.003251539036884089
"polynomial (order 12)","polynomial",true,2,8,0.005098584617935164,0.02108006442212171,0.005355752525911347,0.027328111305555246,0.00269552195268954,0.006715094846018319,0.04599130280784464,0.00705424376952935,0.032195287859160385,0.003557451961702892
"polynomial (order 12)","polynomial",true,2,9,0.004199757914690067,0.021256713731268452,0.0041742245332509744,0.022919962246944505,0.0020907485801358707,0.004882147032132752,0.045613757547820995,0.005029750088453282,0.025261418157417868,0.0024884846411756334
"polynomial (order 12)","polynomial",true,2,10,0.00396951732889766,0.021049998853699684,0.0040655136564977275,0.02261215270646597,0.0020167706758483276,0.004974763881503608,0.04546911754097813,0.0052155788617787285,0.02573107444665453,0.002568462679428061
"polynomial (order 12)","polynomial",true,2,11,0.003903855499880523,0.020765959036425544,0.004008087338842585,0.022454982763586206,0.0019867803492975675,0.005116555094105544,0.04559377872348644,0.0053806096145702685,0.02616273095991699,0.0026475542875015194
"polynomial (order 12)","polynomial",true,2,12,0.003967166358506963,0.020719957438828727,0.004058892442107824,0.022602834158712934,0.0020143098709408357,0.005332007601657837,0.04573387237761492,0.005604767885957684,0.02674167440769719,0.002757841975411644
"polynomial (order 12)","polynomial",true,2,13,0.004111737175410201,0.020834527560596176,0.004191940735067249,0.022979138653112817,0.00208279597300715,0.005597129519012593,0.04585021249331797,0.005879054932955046,0.027442570566744078,0.0028928741608685625
"polynomial (order 12)","polynomial",true,2,14,0.004309438018901715,0.02093683058295613,0.00438851072970503,0.023526745599089644,0.0021814188077260584,0.005894615061365791,0.045947792689882104,0.006193973674024824,0.028244158023774495,0.003047289478487771
"polynomial (order 12)","polynomial",true,2,15,0.004542083375147441,0.02102562845440975,0.004637046513609462,0.024212578195116668,0.002303629958541491,0.006212223390447107,0.04603394967576459,0.00654268366521314,0.029138261351339057,0.0032178406601641374
"polynomial (order 12)","polynomial",true,2,16,0.004797891501243199,0.021100852492170474,0.004931841194801627,0.02502846060191672,0.002446398206719938,0.006541723626396864,0.04610600701584839,0.006920982362880387,0.030133557093338054,0.0034034895907702296
"polynomial (order 12)","polynomial",true,2,17,0.005069248864327341,0.02116578506010541,0.005271487391676376,0.025996822711913472,0.0026099849136980474,0.006878428678400901,0.04616901449654859,0.007327254172639004,0.03126641411582932,0.003606016781526524
"polynomial (order 12)","polynomial",true,2,18,0.005351495591928724,0.021223072937680925,0.0056585402103729,0.027206919067715194,0.0027997764594412844,0.007219862745166649,0.04622666757584446,0.007761806112061109,0.03264052774047335,0.0038318306253763514
"polynomial (order 12)","polynomial",true,2,19,0.005641865868515714,0.021274689725416487,0.006099341784220513,0.029111770239141188,0.0030388145229913615,0.0075650620594081555,0.04627787669104356,0.008226688227252794,0.034748121173517145,0.004104745329984778
"polynomial (order 12)","polynomial",true,2,20,0.004714436110657113,0.021517111507083086,0.004900399209852248,0.024929090627994026,0.0024218932376038668,0.005654764447339979,0.045930263150098044,0.006151613078229675,0.028276658040082572,0.003006177676551549
"polynomial (order 13)","polynomial",true,2,0,24.621443796215466,1.6893066666666656,0.8146239387289725,0.3688835159829475,0.9294669205792845,49.49534700691579,1.707356801918208,0.8103870150590468,0.36685000245061344,0.9444069195783064
"polynomial (order 13)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 13)","polynomial",true,2,2,0.008145789444416027,0.06313301825002766,0.006811446956085243,0.029312494147923283,0.0036222831247034494,0.00943276793289564,0.06543750307200191,0.008192012846769134,0.032115185960577476,0.00429006638767767
"polynomial (order 13)","polynomial",true,2,3,0.0030789265585959447,0.027042882662102353,0.002706470848888697,0.01844300662749922,0.0014142957524070207,0.004472970087686774,0.04410361301284451,0.0041911247055798646,0.02296501859358386,0.0021382849606054032
"polynomial (order 13)","polynomial",true,2,4,0.0029235667431302247,0.021225559533257957,0.002738059611917043,0.018541474075124072,0.0013993004998398108,0.004266233923440554,0.044770505218214206,0.00422448565945534,0.023135126448239864,0.0021151299972608562
"polynomial (order 13)","polynomial",true,2,5,0.0032020714907503942,0.02038007940798351,0.0031204720912022636,0.019808261782076522,0.001573508820818043,0.004607660560349021,0.044763218883132345,0.004666883293270529,0.02443353054762961,0.002319232719467459
"polynomial (order 13)","polynomial",true,2,6,0.00346860154747296,0.020034469233907025,0.0034576645939114314,0.020884028263245757,0.0017310968703266735,0.004991308969766929,0.04466269685386747,0.005098071547380959,0.02567471394890572,0.002527274495938878
"polynomial (order 13)","polynomial",true,2,7,0.0037107439193350246,0.019978655535462547,0.00376171914273839,0.021838495824002817,0.00187447713697378,0.005358306485642877,0.04459933259071017,0.005504405731747066,0.02684272456802933,0.0027263077579385364
"polynomial (order 13)","polynomial",true,2,8,0.003944495056448936,0.01993428052820105,0.00406368305991763,0.022789070406844504,0.0020174774275240545,0.005706266593675996,0.0445845043214245,0.005903678323955032,0.02800864429270414,0.0029234743768609527
"polynomial (order 13)","polynomial",true,2,9,0.004178511834933628,0.020004943389237535,0.004380691789364632,0.023813871467759894,0.0021688078728609376,0.006039915021403725,0.044609622944791205,0.006306999290500586,0.029235944126849305,0.003125383933011597
"polynomial (order 13)","polynomial",true,2,10,0.004415994124112578,0.02007364181834112,0.004721294141942648,0.024997754232733038,0.0023352244760941375,0.006363910688350511,0.04465407936641442,0.006719987300148906,0.030610339180808157,0.003338566080682638
"polynomial (order 13)","polynomial",true,2,11,0.0046580801686523475,0.02014173653001372,0.00509105674827768,0.02657506838950772,0.002528729194216264,0.006682117689384314,0.044709819688094295,0.007146213352731857,0.03238080883106807,0.003575430757884089
"polynomial (order 13)","polynomial",true,2,12,0.003819102275625858,0.02041809201853761,0.003980457994807116,0.022441449080000484,0.0019651892699337242,0.004848675278722432,0.04438860965002048,0.005218139782276778,0.02602711904441037,0.0025554726327779898
"polynomial (order 13)","polynomial",true,2,13,0.0035777182479069486,0.020082685217723797,0.0038773360503259586,0.022171357907388868,0.0018920400151012946,0.0048774680691201,0.04414349930372119,0.005394349833914113,0.02652162456783074,0.0026254607770345253
"polynomial (order 13)","polynomial",true,2,14,0.003528764370902295,0.019956562193462885,0.003876208407586823,0.02220309814857359,0.001884767261623769,0.005018411687291462,0.044270980400422225,0.005597826137826949,0.027092910929407816,0.0027206267873406986
"polynomial (order 13)","polynomial",true,2,15,0.003574239457909464,0.019886798439193484,0.003956295618340956,0.022473002288783527,0.001920606102082712,0.0052100144480884516,0.044379548656929314,0.005835605635456997,0.027751781071482965,0.0028354124813983824
"polynomial (order 13)","polynomial",true,2,16,0.003677393356997867,0.019894838381998462,0.004096219040445014,0.022915230086126406,0.0019864131141997753,0.005433149078766043,0.044454310926389316,0.006103117528866348,0.028483603562234228,0.002965672954074452
"polynomial (order 13)","polynomial",true,2,17,0.0038201110882857647,0.019961109446278533,0.004282517994982985,0.023486401109408386,0.0020747782207720987,0.005677674249850616,0.044503858709797686,0.006396219438010775,0.02927684868172738,0.0031087363127443586
"polynomial (order 13)","polynomial",true,2,18,0.003990828737962351,0.020022500247050046,0.004505922953173509,0.024156520385889495,0.002180817362073208,0.00593626168462927,0.044543265686835476,0.0067110084284467495,0.030122624291979955,0.0032625062507495315
"polynomial (order 13)","polynomial",true,2,19,0.004181882298463123,0.020082250296194384,0.004760497406356784,0.02490705737812499,0.0023014727683066632,0.006204195187539339,0.0445782078999105,0.007044845058409722,0.031016946276075943,0.0034258046983435216
"polynomial (order 13)","polynomial",true,2,20,0.004387736358632251,0.020139180976435463,0.005042248842103586,0.025727312182774485,0.002434787696537091,0.0064779744545505,0.04461226263603958,0.007395429416410818,0.031958898454122454,0.0035978632284176713
"polynomial (order 14)","polynomial",true,2,0,24.621443796215466,1.6893066666666656,0.8146239387289725,0.3688835159829475,0.9294669205792845,49.49534700691579,1.707356801918208,0.8103870150590468,0.36685000245061344,0.9444069195783064
"polynomial (order 14)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 14)","polynomial",true,2,2,0.008118138804635407,0.06264625036092528,0.006844074114405439,0.02937216737463991,0.0036292264831413474,0.009439695213367884,0.06539107051742164,0.00820830611470544,0.03214395249909107,0.004297116593372232
"polynomial (order 14)","polynomial",true,2,3,0.0025893618177212194,0.02951415931158779,0.002399190891363456,0.017338501738863418,0.0012310699040664053,0.004091046610877775,0.04299261974485569,0.0038421384834656474,0.02196861543311226,0.001959530912058146
"polynomial (order 14)","polynomial",true,2,4,0.0019497715819037941,0.020271453335931666,0.0019164659344991614,0.015486716592475303,0.0009637707469078161,0.0034399375839829507,0.04007852989585964,0.0033530411582134326,0.020539711904521894,0.0016878816204783304
"polynomial (order 14)","polynomial",true,2,5,0.0019239343294872838,0.018219057076239675,0.0019346775035481696,0.01556052268736524,0.0009655704990221355,0.0034951711684962205,0.03982498154274764,0.003425131604310026,0.020781877510582327,0.0017195253718679411
"polynomial (order 14)","polynomial",true,2,6,0.001990197412012078,0.018550179600120276,0.0020161508695841087,0.01588709488820515,0.0010037794153201194,0.003689636341190825,0.039595007557058796,0.003593589936427229,0.021306985532518294,0.001805871024733038
"polynomial (order 14)","polynomial",true,2,7,0.0020735671246808257,0.01872753152817027,0.0021047121544709685,0.016234933253489833,0.0010471879998635014,0.003907367153506279,0.03967885973598993,0.003776652098969491,0.021859222127334467,0.0019008926075394918
"polynomial (order 14)","polynomial",true,2,8,0.002160654174266295,0.018896979646706533,0.0021933338607383846,0.016575774188817102,0.0010912295612727654,0.004116900019154781,0.039839481648055286,0.003954970223002023,0.022381754763886503,0.001993205890897792
"polynomial (order 14)","polynomial",true,2,9,0.00224752896744913,0.019069942200941544,0.002280508310897335,0.01690426990637543,0.0011347520021327314,0.004308993185331069,0.03993690575798383,0.004122380848427391,0.022859772986241197,0.0020793187683937936
"polynomial (order 14)","polynomial",true,2,10,0.0023323222116125152,0.01924121917782305,0.002365248845617229,0.017217465841246667,0.0011771176854861714,0.004482196978249749,0.04000558964351497,0.004277022808528556,0.023291358823171703,0.002158354306979092
"polynomial (order 14)","polynomial",true,2,11,0.0024137613746933965,0.01941256206656522,0.0024466117099738527,0.017512788698575765,0.001217801025469136,0.004637193864156747,0.04006053798825653,0.004418429139007958,0.02367818375785448,0.0022302218798105583
"polynomial (order 14)","polynomial",true,2,12,0.0024911367619556424,0.019577008668088248,0.0025239856508922714,0.017788982924809463,0.0012564801456495863,0.004775751334897613,0.04010552860191688,0.0045472021104258666,0.02402430667687472,0.002295363957330498
"polynomial (order 14)","polynomial",true,2,13,0.002564024966127858,0.019736061868756784,0.0025969844266377708,0.018045600157627028,0.0012929555734906882,0.0048994609975398125,0.040147136917691166,0.0046640721148906664,0.02433360791961631,0.002354246380340431
"polynomial (order 14)","polynomial",true,2,14,0.0026321664631584955,0.019887073535892596,0.0026653746839824122,0.018282680825554214,0.0013271060488294778,0.005009780934458222,0.04017701330928239,0.004769906750815243,0.02460988369423107,0.002407369239095488
"polynomial (order 14)","polynomial",true,2,15,0.002695595931018764,0.020097335062199777,0.0027291946506664993,0.01850112171261974,0.0013589498247390188,0.005108197056897719,0.04020173958220776,0.004865735737330064,0.024857004473277225,0.0024552975184317493
"polynomial (order 14)","polynomial",true,2,16,0.0027544229331591544,0.020289488891214964,0.002788545000325411,0.018701927842308494,0.0013885384600929088,0.0051960235630275076,0.040226748831546665,0.004952527024276382,0.02507838367311388,0.002498552850564946
"polynomial (order 14)","polynomial",true,2,17,0.0028088701908979712,0.020467523343016585,0.0028436585840128053,0.01888644699946502,0.0014159865168648586,0.0052742900855356,0.04024551498618659,0.005031112665461104,0.025276869885348083,0.0025375698526188466
"polynomial (order 14)","polynomial",true,2,18,0.0028591994711858674,0.020630358102434944,0.002894772233137178,0.01905594505898104,0.0014414162404379565,0.005344130265488898,0.04026125027465983,0.005102326625315755,0.025455154647338378,0.002572798101096595
"polynomial (order 14)","polynomial",true,2,19,0.0029056147370495914,0.020777579129719097,0.0029420967550397355,0.019211518022576205,0.0014649317797345302,0.00540649390558566,0.040273239053501976,0.005167023367046149,0.02561582977657701,0.0026046722332593473
"polynomial (order 14)","polynomial",true,2,20,0.002948419562222443,0.020912338943957966,0.0029859320792010205,0.019354479354753092,0.0014866836145304438,0.0054620095760059975,0.040284936506426186,0.005225753372032984,0.02576061597537505,0.002633474422212192
"polynomial (order 15)","polynomial",true,2,0,24.621443796215466,1.6893066666666656,0.8146239387289725,0.3688835159829475,0.9294669205792845,49.49534700691579,1.707356801918208,0.8103870150590468,0.36685000245061344,0.9444069195783064
"polynomial (order 15)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 15)","polynomial",true,2,2,0.008158107310606623,0.06281802442844785,0.006884817226760042,0.029459643926659968,0.003649358213066317,0.009351810188637608,0.06538862204970544,0.008137367477506102,0.03200440961353545,0.004258809550933171
"polynomial (order 15)","polynomial",true,2,3,0.002494774531884431,0.029166532199578477,0.002303818880117954,0.016990136417873,0.0011835370063551446,0.004171040665586256,0.04323940790134691,0.003910613687900188,0.022163048323666466,0.001995814735002792
"polynomial (order 15)","polynomial",true,2,4,0.0017139341503782752,0.01927541699283059,0.0016703849484291174,0.014457500117486364,0.0008424337401985824,0.0035396047885846303,0.03985458003162578,0.0034357510550274703,0.020787713620441992,0.0017323339211858747
"polynomial (order 15)","polynomial",true,2,5,0.0016031339423013562,0.016988173441608353,0.0015983884673664672,0.014141956943194547,0.0007999909394953969,0.003563603927559531,0.03959265731659335,0.0034799897173777797,0.020941046001871282,0.0017496629462874346
"polynomial (order 15)","polynomial",true,2,6,0.0016309913776728702,0.017383845417077427,0.0016400274543985724,0.01432644744873557,0.0008185150111847006,0.0037224304723754782,0.03998135277692539,0.0036187526751357817,0.02137382527788489,0.0018203531357886536
"polynomial (order 15)","polynomial",true,2,7,0.0017032445078286422,0.01774247434331058,0.0017178161090862106,0.014664298128238162,0.0008564775688344382,0.003911355296980106,0.04008867603824651,0.0037787634737992655,0.021857832408436983,0.0019030395780738436
"polynomial (order 15)","polynomial",true,2,8,0.0017936284603250808,0.017973739445761642,0.0018107389486742404,0.015057770706331694,0.0009025013890647712,0.004099320011843979,0.04020440460501477,0.003940648212135704,0.02233433520546256,0.0019863982227523937
"polynomial (order 15)","polynomial",true,2,9,0.0018910876262405508,0.018146092308122367,0.0019096789359071753,0.015465585653907092,0.0009517092980972133,0.004276078317731495,0.04026141378845258,0.004097200334941111,0.022783811285955118,0.0020664288318801662
"polynomial (order 15)","polynomial",true,2,10,0.001989861666726234,0.018304068361146585,0.00200960828160304,0.015866729511064454,0.001001467868089508,0.004438490194213437,0.04029725961210573,0.004245073954269575,0.023199000424483425,0.0021414903862554853
"polynomial (order 15)","polynomial",true,2,11,0.002086874887642952,0.018531089961137767,0.0021077163087016575,0.016250841948674728,0.0010503285962042694,0.004586299710122278,0.04032191341943106,0.004382962696392941,0.023578555230592164,0.0022110612246218323
"polynomial (order 15)","polynomial",true,2,12,0.0021802050128846787,0.01882302371543048,0.0022021675159442965,0.016612182095934507,0.0010973594233310117,0.004720132229711824,0.040340834159800845,0.0045104023687985734,0.023923230522866885,0.0022750413983788458
"polynomial (order 15)","polynomial",true,2,13,0.0022689314539508175,0.019100099862192153,0.0022920813517987525,0.01694895663871772,0.001142113299282073,0.004840997177770746,0.040355455097933216,0.004627675606493387,0.024235479995367775,0.002333654918031043
"polynomial (order 15)","polynomial",true,2,14,0.0023524131870893326,0.01935898820789876,0.002376829662921172,0.0172603304363119,0.0011842737533649078,0.004949928462307185,0.040370606267279806,0.004735216970892302,0.02451783621013445,0.0023871872125722097
"polynomial (order 15)","polynomial",true,2,15,0.002430557058263075,0.019599615906809333,0.0024563109624267236,0.017547304594684295,0.0012237910115881073,0.0050481054729849964,0.04038230903613557,0.004833677183234137,0.024773141470247395,0.0024360206447246436
"polynomial (order 15)","polynomial",true,2,16,0.0025033245953712093,0.01982412665840551,0.0025305011717765783,0.017810979820507295,0.0012606504235973684,0.005136417708165314,0.040389395948717655,0.004923694089182482,0.02500393977800046,0.0024804987781761392
"polynomial (order 15)","polynomial",true,2,17,0.0025708805787639146,0.020029376467144498,0.0025995498246392025,0.018052903657952687,0.001294928993771181,0.005215903088582856,0.04039984728811522,0.005006045606864175,0.02521295351841121,0.0025210363765703486
"polynomial (order 15)","polynomial",true,2,18,0.0026335014528541647,0.020231455758572794,0.0026637410823373625,0.018274920059178693,0.0013267673132623455,0.005287269397077977,0.0404048519700728,0.005081274630851212,0.02540214229791889,0.0025579199179485
"polynomial (order 15)","polynomial",true,2,19,0.0026914320064240172,0.020452928665454277,0.002723296871994993,0.018478506738725944,0.001356279895484089,0.005351498311327139,0.04041122436931438,0.005150171567190094,0.025573966637607384,0.002591563845325312
"polynomial (order 15)","polynomial",true,2,20,0.0027449785008290266,0.020656250237307997,0.0027785396559493747,0.01866535425469035,0.001383625127396868,0.005409177621245765,0.04041293960262001,0.00521325222038719,0.02573009460585005,0.002622229793038069
"polynomial (order 16)","polynomial",true,2,0,24.621443796215466,1.6893066666666656,0.8146239387289725,0.3688835159829475,0.9294669205792845,49.49534700691579,1.707356801918208,0.8103870150590468,0.36685000245061344,0.9444069195783064
"polynomial (order 16)","polynomial",true,2,1,0.07510679630933607,0.2151466186936542,0.04789463790426737,0.0788868692916902,0.027771753558113458,0.07242974462461398,0.21455647491626292,0.047591171007076896,0.07831694566932944,0.026946235205833263
"polynomial (order 16)","polynomial",true,2,2,0.008168925018923889,0.06245889044006242,0.00688917016605115,0.029470296785476045,0.0036524897634578244,0.009484155178357281,0.06568246921586926,0.008264271863719879,0.03225156872611045,0.00432313113614839
"polynomial (order 16)","polynomial",true,2,3,0.0024742009481835067,0.028869698721373693,0.002276577945461825,0.016890753440052496,0.001170990280270271,0.004511899826500595,0.04447538511032479,0.004249631937825179,0.023099737719699216,0.002165553341989556
"polynomial (order 16)","polynomial",true,2,4,0.0016568140989380322,0.02085785874425655,0.0016064950886993514,0.014177821921590603,0.0008116051290701342,0.0040023555096402605,0.04126758054946225,0.003895778679497449,0.022130557158297943,0.001962671443169245
"polynomial (order 16)","polynomial",true,2,5,0.001524661286091916,0.02076671381940059,0.0015124161585300634,0.013754630463981543,0.0007582413897550648,0.004117176616427596,0.041960018319074886,0.00402491015055098,0.022514799623114493,0.002023312390974049
"polynomial (order 16)","polynomial",true,2,6,0.0015377586689587495,0.020809721562518643,0.001538781607430884,0.013874581246437845,0.0007692064651149565,0.004348993938682151,0.04242953383036741,0.004230323266007374,0.023102101410427428,0.0021282454417030647
"polynomial (order 16)","polynomial",true,2,7,0.0015969992145856004,0.021045054346409766,0.0016031797237579606,0.014163254672674243,0.0008005258045052854,0.004599123856765132,0.04281260434231354,0.004444852986298787,0.023698230947824018,0.002239136942968407
"polynomial (order 16)","polynomial",true,2,8,0.001674069829922559,0.021422446976269566,0.0016824673139280702,0.014510780132345377,0.0008397725172746516,0.004840270502942994,0.04317288605280432,0.0046526411309926324,0.024260743708043542,0.0023464510797190858
"polynomial (order 16)","polynomial",true,2,9,0.0017572843241965247,0.021842733039423967,0.001767021664650625,0.014872398085513447,0.0008817975478032343,0.005061633257969901,0.04350997563178561,0.004847525756814923,0.024775986865260002,0.0024465047203571875
"polynomial (order 16)","polynomial",true,2,10,0.0018408545935958151,0.02226494072574083,0.0018518678657503864,0.01522657460344442,0.0009239821680651742,0.005261574633876498,0.04395877900805356,0.005027949368559511,0.025243054091979897,0.0025385389643246595
"polynomial (order 16)","polynomial",true,2,11,0.0019224004147659597,0.022674953766896797,0.0019346404106851162,0.015564359776209942,0.000965140564638286,0.005442339286315125,0.044366578264607416,0.0051931829848310416,0.025663411639142,0.002622536244584155
"polynomial (order 16)","polynomial",true,2,12,0.001999377313158949,0.023058295056381323,0.002013148581603122,0.015878060010874627,0.0010041219637999003,0.005601890373476593,0.044728923109528675,0.005342832077954084,0.02603798222988478,0.002698119632567698
"polynomial (order 16)","polynomial",true,2,13,0.0020723581004237763,0.02341465243731065,0.0020877045044591473,0.016170398943101145,0.001041122809087351,0.005746918083816439,0.04504837106992485,0.005479763418275907,0.026376352277162066,0.00276717626710362
"polynomial (order 16)","polynomial",true,2,14,0.002140895006510965,0.02374314335700489,0.0021577775463245035,0.016440510792218803,0.0010758905274065723,0.005878727500303539,0.045336333670742086,0.0056045971456964655,0.026681476362480437,0.0028300775094040106
"polynomial (order 16)","polynomial",true,2,15,0.002204747519423023,0.024041787593024236,0.0022233392010057294,0.01668932837184326,0.0011083775757665805,0.005997658757261966,0.04559426100915549,0.005718649892354484,0.026957436637321537,0.00288737831578714
"polynomial (order 16)","polynomial",true,2,16,0.0022644035998053164,0.024317572818373528,0.002284610195690435,0.016918666907595168,0.0011387359137358434,0.006106735775132058,0.04581882084851674,0.00582282002407928,0.027207499126884062,0.0029397670467215913
