"name","dataset","f_train","b","k","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"re-weighting fix","gaussian","appropriate",5,18,0.00678061080691249,0.034257484287203266,0.0070342935393182034,0.03031306182261852,0.0034941301066669043,0.008384303341821364,0.04332136913434061,0.008240891377607992,0.032590725800195855,0.004142639176944712
"re-weighting fix","gaussian","appropriate",5,19,0.007011745211024469,0.03458446944786754,0.007296617337042276,0.030902665004990074,0.003622206260769654,0.008649124477944522,0.0435971502958225,0.008524013506047378,0.033177176052608955,0.004282345518593764
"re-weighting fix","gaussian","appropriate",5,20,0.007231625741061193,0.03489526546330616,0.0075474583293618745,0.031459303904175374,0.0037446876646894337,0.008899611015134937,0.0438541587538814,0.00879378328431677,0.03372932135350998,0.004415361630396342
"original {\\sc Dsea}","gaussian","appropriate",6,0,2.26758107206269e6,1.6984666666666632,0.808053361522973,0.3685939346036755,1.4600337941634518,54.479064242048594,1.7076613129415184,0.8072309583463301,0.370088812284479,1.0020175448950819
"original {\\sc Dsea}","gaussian","appropriate",6,1,1.0980424068681371,0.01373515324486325,0.0005938113324126862,0.009084205938511685,0.0005759099473687539,0.002244657751550486,0.05659746268551196,0.0018473192948144552,0.015306221228274413,0.000984233833301006
"original {\\sc Dsea}","gaussian","appropriate",6,2,0.03318810274995388,0.17414800218927268,0.037499160208952505,0.0692220811992644,0.017926634750198307,0.03535291944947097,0.184270809738148,0.04121673826063978,0.07246558114553318,0.01968570268453173
"original {\\sc Dsea}","gaussian","appropriate",6,3,0.05864555331006277,0.2306493137538122,0.07079151901201179,0.09606804071501804,0.03347178161689925,0.06180682333588144,0.24122974524498236,0.07616446165931685,0.09950226981743103,0.03594364696573409
"original {\\sc Dsea}","gaussian","appropriate",6,4,0.07385545742332206,0.25218725892464816,0.09018943040166708,0.10920268078197985,0.042440948686527806,0.07593608567588524,0.26347332532320084,0.09640664922551233,0.11280038260146276,0.04527881538162797
"original {\\sc Dsea}","gaussian","appropriate",6,5,0.08305660520649612,0.2612652336443245,0.10231100371495262,0.11697975706229914,0.0480245619698398,0.0841608054682437,0.27314329316770664,0.10898178089134013,0.12067826830267019,0.05106647037102173
"original {\\sc Dsea}","gaussian","appropriate",6,6,0.08913508532589678,0.2654580381831844,0.11088727559854451,0.1224223803105736,0.05199024599235793,0.08969339658503754,0.27776926197752594,0.11781747457009327,0.12617600698069584,0.05515439574730539
"original {\\sc Dsea}","gaussian","appropriate",6,7,0.09364576957569891,0.26762749373088934,0.11769212327628888,0.12676195696419412,0.055171467870095005,0.09398520669886305,0.2802382215039484,0.1247775194780997,0.1305398564400107,0.05841300365137486
"original {\\sc Dsea}","gaussian","appropriate",6,8,0.09740139975737591,0.26908843653170933,0.12356584997132478,0.13053696961106398,0.05795881144934491,0.09769831296860307,0.2817476344051068,0.13074547282362528,0.13431796877697585,0.061250870590770945
"original {\\sc Dsea}","gaussian","appropriate",6,9,0.10080824471523227,0.27015049107191647,0.12891414875463292,0.1339925419842367,0.060537208444739914,0.10113994265166361,0.28280970950335277,0.1361490088684323,0.13776174489943663,0.06386222442938845
"original {\\sc Dsea}","gaussian","appropriate",6,10,0.10403075976935297,0.2710060798136407,0.13393513029023507,0.13723109170844652,0.06299219103124751,0.10445446605475855,0.2836653517084848,0.14119872245021287,0.14098378718056603,0.06633877943355082
"original {\\sc Dsea}","gaussian","appropriate",6,11,0.1071734556193921,0.27176106344345363,0.1387304870744376,0.14030837237243626,0.06536592807982237,0.10770764654130989,0.2844204025107173,0.14600300421320467,0.14404150472909003,0.06872541643903438
"original {\\sc Dsea}","gaussian","appropriate",6,12,0.11030746826547062,0.27246639407430284,0.14335678587475095,0.14326178143325005,0.06768116067866929,0.11093103889226265,0.2851257939830229,0.15062292435259406,0.14696911964902906,0.07104618071896585
"original {\\sc Dsea}","gaussian","appropriate",6,13,0.1134422359300942,0.27314559860843124,0.14784075755964118,0.1461032812172346,0.06994563560761491,0.114135041782613,0.28580505216224483,0.1550887059036189,0.14978029139678156,0.07331041306177632
"original {\\sc Dsea}","gaussian","appropriate",6,14,0.11657814849212406,0.2738118528154239,0.15219916770352557,0.14883988948009225,0.07216298269803827,0.11732264910246594,0.28647135320770795,0.15941950629052873,0.1524832106509408,0.07552282239592255
"original {\\sc Dsea}","gaussian","appropriate",6,15,0.11971093733660343,0.2744628128053533,0.1564433768296247,0.1514764257488226,0.07433474267077701,0.12049278341091095,0.2871223539790462,0.16362882473870533,0.15508371434673426,0.07768594383607404
"original {\\sc Dsea}","gaussian","appropriate",6,16,0.12283713097155369,0.27510721452729126,0.1605831420516897,0.15401711754847316,0.07646238585623445,0.12364482452221147,0.287766791279156,0.16772798387929852,0.15758674667696376,0.07980197932479838
"original {\\sc Dsea}","gaussian","appropriate",6,17,0.12595062488583397,0.2757421508332007,0.1646249577344046,0.15646531834595842,0.07854622130289815,0.1267750885685272,0.28840175876629653,0.17172472811197675,0.15999622803599073,0.08187182679442512
"original {\\sc Dsea}","gaussian","appropriate",6,18,0.12904708955091557,0.27636659152660054,0.1685751748344109,0.15882454588728695,0.08058701905677919,0.12988106600547517,0.28902622685773616,0.17562646398440626,0.16231612546759444,0.08389675297291484
"original {\\sc Dsea}","gaussian","appropriate",6,19,0.1321226863873596,0.2769801120134209,0.17243990804459133,0.16109857515063059,0.082585845032236,0.13296049610291738,0.2896397715678059,0.1794400894270123,0.16455053042832465,0.08587819905875634
"original {\\sc Dsea}","gaussian","appropriate",6,20,0.1351741056897198,0.2776074333355147,0.17622391737597756,0.16329081616767327,0.08454355422760802,0.13601133602314697,0.2902440313018397,0.18317115654100963,0.16670315892984244,0.08781741162910378
"re-weighting fix","gaussian","appropriate",6,0,2.26758107206269e6,1.6984666666666632,0.808053361522973,0.3685939346036755,1.4600337941634518,54.479064242048594,1.7076613129415184,0.8072309583463301,0.370088812284479,1.0020175448950819
"re-weighting fix","gaussian","appropriate",6,1,73.38539849241856,0.23748176496512619,0.05469782718605149,0.08444631283347527,0.03395423598833519,0.12159441479260491,0.23708712144536623,0.05471669628101319,0.08539801952609352,0.03409329209014798
"re-weighting fix","gaussian","appropriate",6,2,1.4440614042434787,0.08374039161995096,0.008697804258894843,0.03320794637318642,0.00485980304110812,0.01392329358193458,0.08624444397018362,0.009165930605607123,0.03442653287225214,0.005213792818633024
"re-weighting fix","gaussian","appropriate",6,3,0.28805939477200104,0.03899829159902388,0.0024694568722315405,0.0177043393344637,0.0013939543597385241,0.004460998212097945,0.06119594505802419,0.0031650628689744,0.020180712767089663,0.0017698040241265521
"re-weighting fix","gaussian","appropriate",6,4,0.13866665302715497,0.02489926373597147,0.0013631233143561008,0.013173467342040985,0.0007805507904251406,0.0029438586145227935,0.0575427247527642,0.0021886494418769968,0.016764052484576214,0.0012077445293459106
"re-weighting fix","gaussian","appropriate",6,5,0.09553880529262422,0.02136927399187435,0.001144456623789856,0.012070277790374341,0.0006519846897210788,0.0026665253184896057,0.05614952658928224,0.0020425956614217246,0.01618544926406243,0.001116694558121847
"re-weighting fix","gaussian","appropriate",6,6,0.07663509879908843,0.02015559769220322,0.0011181271711453898,0.011923215189648577,0.0006300535973769295,0.002648290974341388,0.05559943428060381,0.002057327844742789,0.016240678683098395,0.0011197159037410185
"re-weighting fix","gaussian","appropriate",6,7,0.0657862703793764,0.019593346911816894,0.0011413500234556087,0.01203836446648145,0.0006364939180940719,0.002693432352089975,0.05574802010731803,0.0021050615709407514,0.016428278002785034,0.0011434562348573351
"re-weighting fix","gaussian","appropriate",6,8,0.05835286670642945,0.01929401815650269,0.0011785057655108355,0.01222542702421451,0.0006513941731160194,0.0027538064548583816,0.05594328965031707,0.002157749549783997,0.016634258326236204,0.0011710790179839487
"re-weighting fix","gaussian","appropriate",6,9,0.0526839305819975,0.01911018531440645,0.0012190464017501272,0.012427464612614075,0.0006687275698425311,0.0028158806885005415,0.05614242724949769,0.002208778666954681,0.016831969479366774,0.0011983141685896585
"re-weighting fix","gaussian","appropriate",6,10,0.04808986752235216,0.01898636020990732,0.0012596093245950094,0.012626834628758278,0.0006865114011633275,0.002875554485642085,0.056325908777564014,0.0022565923570601943,0.017015496113967715,0.001224033254969705
"re-weighting fix","gaussian","appropriate",6,11,0.04423566403016657,0.018896529613151684,0.0012990643654722674,0.012818025134223695,0.0007040443263442908,0.0029320771469619616,0.05649162856862067,0.0023014059395867785,0.017185914727239036,0.0012482127963287866
"re-weighting fix","gaussian","appropriate",6,12,0.040933449554574765,0.018990414048473132,0.0013372652260449627,0.013000629372182304,0.0007211826538159235,0.002985530476029005,0.05664159625829357,0.002343639021883605,0.017345083414421952,0.0012710184455173453
"re-weighting fix","gaussian","appropriate",6,13,0.038064464809025804,0.019084016082177635,0.001374314216567847,0.01317545299011536,0.0007379373028583137,0.0030362877594788187,0.0567836912920991,0.002383756791992096,0.017494975170071838,0.0012926723674517371
"re-weighting fix","gaussian","appropriate",6,14,0.03554543143572492,0.019174302915389987,0.001410393255506325,0.013343625520738941,0.0007543680705370723,0.003084810157714791,0.056909273777892504,0.0024222580137544802,0.01763760465949096,0.0013134201287288648
"re-weighting fix","gaussian","appropriate",6,15,0.03331615412906182,0.019260298147547438,0.0014456784994778828,0.013506190405030314,0.0007705428503151763,0.003131507598187136,0.057036149700289286,0.0024595219824505303,0.017774498728279447,0.0013334572034325609
"re-weighting fix","gaussian","appropriate",6,16,0.031329898206152014,0.019342863727989698,0.0014804923040834482,0.013664805519901827,0.0007866055713513419,0.0031766932335587864,0.05715138960505109,0.002495848634681428,0.017906850188916478,0.0013529363671370787
"re-weighting fix","gaussian","appropriate",6,17,0.029550034982873865,0.01941975980241274,0.0015147109609004634,0.013819032271435798,0.0008024797449673368,0.003220590824540595,0.05726232531903414,0.0025314300072616347,0.018035438106379077,0.0013719590985889242
"re-weighting fix","gaussian","appropriate",6,18,0.027947897001673484,0.019494062343420798,0.0015487606101176959,0.01397091079574689,0.0008183663684472405,0.0032635167539430835,0.057368397736219906,0.0025665590829573653,0.018161362208962282,0.001390675849744507
"re-weighting fix","gaussian","appropriate",6,19,0.02649950119980551,0.019563854663385526,0.0015824799133826006,0.014119792655393973,0.0008341756082113645,0.0033054909812868342,0.05747332835690561,0.0026012123665988245,0.01828461100001058,0.0014090818734452297
"re-weighting fix","gaussian","appropriate",6,20,0.02518527230927256,0.019630314357762732,0.0016160122543009356,0.014266390031079434,0.0008499692637370238,0.0033467073142477498,0.05757077176766418,0.002635569028177416,0.018405854344231705,0.0014272692176029488
"original {\\sc Dsea}","gaussian","appropriate",7,0,121.84143077907997,1.7245466666666667,0.8141617333002285,0.3696027122636322,1.009209090745309,2.267583668660274e6,1.7115385611986969,0.8092176353061844,0.3702143298471509,1.4862481227943645
"original {\\sc Dsea}","gaussian","appropriate",7,1,0.0006546964100724306,0.017427186630866565,0.0005630127619589486,0.008430576265551873,0.00029533424290848463,4.556422003375079,0.029067878206420702,0.0015099157310963843,0.014386238643690897,0.0014001672327437272
"original {\\sc Dsea}","gaussian","appropriate",7,2,0.030622398544973745,0.17562901828185906,0.03549521279761548,0.06730603462142408,0.01699159107266931,0.09531476085017793,0.18220051128552864,0.03713382382353088,0.06875909397063042,0.01790736400166854
"original {\\sc Dsea}","gaussian","appropriate",7,3,0.054987914396740785,0.2318517451254251,0.06669920695366872,0.09316603108269557,0.03163727093110596,0.07242071734245917,0.23841515536231328,0.06848413420311124,0.09417035909208078,0.03262263788837177
"original {\\sc Dsea}","gaussian","appropriate",7,4,0.06731513308349403,0.2532886987307212,0.08379421693605241,0.1051016417564241,0.03957049666896693,0.10499756793568436,0.2600599794244113,0.08554803286728378,0.10588064159077341,0.04056940514738383
"original {\\sc Dsea}","gaussian","appropriate",7,5,0.0736900535786431,0.26197928465278425,0.09354563526663005,0.11160187471605229,0.04403856931904749,0.12656718275355175,0.26940951087981907,0.09521520600785412,0.1122260508112313,0.045017823253029374
"original {\\sc Dsea}","gaussian","appropriate",7,6,0.07729624843913371,0.26548687069172366,0.0997611746215752,0.1157505978847103,0.04685134441906848,0.13822830823733934,0.2737820312346478,0.1013472494543112,0.11626121325154952,0.04780631667930789
"original {\\sc Dsea}","gaussian","appropriate",7,7,0.0796054058982556,0.26678397612257193,0.10425264142865437,0.11881215587551994,0.048867518775665156,0.14391659217805067,0.2760705828285815,0.1057692340504886,0.11923411036361148,0.0498010810222859
"original {\\sc Dsea}","gaussian","appropriate",7,8,0.08129739286644966,0.2680916981427169,0.10787311981027717,0.12134120337356859,0.0504900405263964,0.1466050073006782,0.27745002040074523,0.10933402321009338,0.12168914171570015,0.05140552207004446
"original {\\sc Dsea}","gaussian","appropriate",7,9,0.08269130173523583,0.26906325867005815,0.11103074985767968,0.12359177656637296,0.051910538519793034,0.14793331042577018,0.27842156535166523,0.11244677266347752,0.12387434576650601,0.05281022778509207
"original {\\sc Dsea}","gaussian","appropriate",7,10,0.08394018145427311,0.26985165746870754,0.11392470864119944,0.1256836840557302,0.05322179519514647,0.1487005342415101,0.27920989631540566,0.11530375642415945,0.1259061449224821,0.05410695531386983
"original {\\sc Dsea}","gaussian","appropriate",7,11,0.08511634216601245,0.2705542550247613,0.11665250379125858,0.1276739162963393,0.05446854401978542,0.14926848718032037,0.27991241032736613,0.1180000421369647,0.12783958080685195,0.055339597328531054
"original {\\sc Dsea}","gaussian","appropriate",7,12,0.08625510745397956,0.2712188688530764,0.11926310442618569,0.12959035812830083,0.055672887077761316,0.1497918274028627,0.280576940069655,0.12058288696403542,0.12970150509464995,0.056529767769253315
"original {\\sc Dsea}","gaussian","appropriate",7,13,0.08737193294994854,0.27186418177027777,0.12178069622843289,0.13144665382699408,0.05684526772587171,0.15032952708933348,0.28122217395945714,0.12307544068924638,0.1315051062421849,0.05768773861757446
"original {\\sc Dsea}","gaussian","appropriate",7,14,0.0884744601339718,0.2725008568949255,0.12421829325751697,0.1332501557422223,0.05799107185716937,0.15090029718999745,0.28185877660665765,0.12548990982496425,0.13325749220309757,0.05881879244055808
"original {\\sc Dsea}","gaussian","appropriate",7,15,0.0895644873417017,0.27312895099070417,0.12658166482588445,0.13500440577193668,0.059112288069032945,0.15150517633279403,0.28248680474297483,0.12783135921839123,0.13496203450708785,0.05992482954837203
"original {\\sc Dsea}","gaussian","appropriate",7,16,0.09064271419952549,0.27375116238734737,0.12887452117214565,0.1367118408959551,0.060210022976603925,0.15214094759652616,0.28310895617785836,0.1301032565823771,0.1366212197890727,0.06100708641506012
"original {\\sc Dsea}","gaussian","appropriate",7,17,0.09170809029003157,0.2743651353660261,0.13109744803644416,0.1383646443176204,0.061282950048456394,0.1528012460262931,0.28372287451181855,0.13230592653471246,0.1382265303484503,0.06206425052466744
"original {\\sc Dsea}","gaussian","appropriate",7,18,0.09275761026961031,0.27496842465868004,0.13324526128378741,0.1399223591873371,0.062324001262534276,0.153479146449596,0.2843261139396951,0.13443413047484495,0.13973447147762663,0.06308923181672835
"original {\\sc Dsea}","gaussian","appropriate",7,19,0.09379302946635149,0.2755631513569987,0.13532951972459525,0.14144644269535858,0.06334403347655117,0.15417258058333388,0.28492079505768425,0.1364989731903401,0.14121092164130686,0.06409309329577538
"original {\\sc Dsea}","gaussian","appropriate",7,20,0.09481343919820132,0.2761473398993425,0.1373510782424125,0.1429368531438221,0.06434262548247345,0.15487768260382617,0.2855049418735531,0.13850135278108802,0.14265582386812148,0.06507553978597887
"re-weighting fix","gaussian","appropriate",7,0,121.84143077907997,1.7245466666666667,0.8141617333002285,0.3696027122636322,1.009209090745309,2.267583668660274e6,1.7115385611986969,0.8092176353061844,0.3702143298471509,1.4862481227943645
"re-weighting fix","gaussian","appropriate",7,1,0.0894992875545036,0.24073832396163958,0.05616772170357369,0.0853596484921255,0.03235120761413235,138.26166491580173,0.23313154339876654,0.05690874683255023,0.08669728808235745,0.037363162148910084
"re-weighting fix","gaussian","appropriate",7,2,0.011430957279238154,0.08905389051894733,0.009932590150595588,0.035362323922167996,0.005204182427134787,8.516502521414779,0.08701525160601452,0.011604279441760844,0.03861599731467189,0.0070761567101750855
"re-weighting fix","gaussian","appropriate",7,3,0.0035509256072909184,0.04676587563837338,0.0032860033148455095,0.020299080617026618,0.0016853876739705194,4.730544173996614,0.05215550819407142,0.005002006383011341,0.025410910357097874,0.003228987923513697
"re-weighting fix","gaussian","appropriate",7,4,0.002100652818816426,0.0356317160537537,0.0019624625757454807,0.015688342440660055,0.0010027382592747527,4.667339336394586,0.044288801700630626,0.003646335561569216,0.02178085218234918,0.00250000462846273
"re-weighting fix","gaussian","appropriate",7,5,0.0017616293946706493,0.031820948078018614,0.0016400136748766718,0.01434690242407111,0.0008384386837357487,5.075509886254565,0.04126172307441495,0.003320696587361022,0.0208346997008965,0.002356212174149266
"re-weighting fix","gaussian","appropriate",7,6,0.0016881711015816147,0.030594104401687597,0.0015654016683098757,0.01402062867295573,0.0008010058049298312,5.436209779571671,0.04023089958971521,0.0032732023682414723,0.020705940256775843,0.0023558245107423107
"re-weighting fix","gaussian","appropriate",7,7,0.0016955536356122467,0.030329445845909155,0.0015690993576067,0.014039260841441789,0.0008032519231798556,5.661569806031102,0.03998624997999961,0.003322993921835133,0.02086650194406642,0.0023971011924763604
"re-weighting fix","gaussian","appropriate",7,8,0.0017336456603540297,0.03034436545275976,0.0016037977955950826,0.014194472883168148,0.0008210438789016685,5.779353929445278,0.0400718425348602,0.0034140547297173036,0.021144816931533677,0.002452646143041651
"re-weighting fix","gaussian","appropriate",7,9,0.0017863067779729802,0.03045220139393554,0.0016535989600580687,0.014413299873177379,0.0008463573373683235,5.832793922652205,0.0402882904085935,0.003524927037044324,0.02147511775033775,0.0025141318496635675
"re-weighting fix","gaussian","appropriate",7,10,0.0018475103161098314,0.030599616175525646,0.0017122934823563306,0.014666641718278186,0.0008760897067103853,5.853164451987129,0.04056135208647282,0.0036466465085791154,0.021830316264763727,0.002578916380056015
"re-weighting fix","gaussian","appropriate",7,11,0.0019146921000475125,0.03075637062715069,0.0017771637284756932,0.014941485315121536,0.0009088906838115052,5.8587056001535744,0.04085100423849886,0.0037749144260479104,0.022197666603512457,0.0026459453732741198
"re-weighting fix","gaussian","appropriate",7,12,0.001986522884970414,0.030916070034413774,0.0018468003161918453,0.015230932892127643,0.0009440602829185085,5.858724302727487,0.041143587792239936,0.00390773266188244,0.022571325887772855,0.0027147861004892864
"re-weighting fix","gaussian","appropriate",7,13,0.002062008673707286,0.03107675476700618,0.0019201825849512978,0.01553007960162959,0.0009810887813848364,5.857481575840626,0.04143326056964754,0.004043662602744289,0.02294720222736587,0.002784983696000245
"re-weighting fix","gaussian","appropriate",7,14,0.0021408477498702505,0.031233005032897568,0.0019969994269681377,0.015837155210584583,0.0010198205837907703,5.856859232468367,0.04171402521506733,0.0041821945877296455,0.023323891449424736,0.002856408967546112
"re-weighting fix","gaussian","appropriate",7,15,0.0022224855253954426,0.03138708666791066,0.0020766974636417237,0.016149565238316163,0.001059978474268011,5.857364997767668,0.0419877114349938,0.004322753533259383,0.023699863332281825,0.0029288120335220617
"re-weighting fix","gaussian","appropriate",7,16,0.002306792048010147,0.03154026739737481,0.0021591446568723547,0.01646650448163029,0.001101496780551561,5.859107350473752,0.04225506564890922,0.00446520330949461,0.024074814737605366,0.0030021432866401973
"re-weighting fix","gaussian","appropriate",7,17,0.0023933971969013765,0.031898913113590235,0.0022439664247344174,0.01678631990831231,0.0011441891640590672,5.861930713236625,0.042548223942302475,0.004609165342597539,0.024447831780027546,0.0030762112252751593
"re-weighting fix","gaussian","appropriate",7,18,0.0024820091780813638,0.03227116202730324,0.0023308727144097157,0.017107788981471916,0.0011879105618526923,5.865618906761381,0.042840158220669215,0.004754271902943887,0.02481807889954357,0.0031508255793884624
"re-weighting fix","gaussian","appropriate",7,19,0.0025726165601342894,0.03263168600469876,0.0024198492497745803,0.017430768766602187,0.0012326544491085118,5.870030032871339,0.04312080625421034,0.004900624365671506,0.025185936219363922,0.0032260359361612687
"re-weighting fix","gaussian","appropriate",7,20,0.0026649467367596317,0.03298593068571748,0.00251062312368162,0.0177542147552516,0.0012782846771997676,5.874915943688538,0.04339631831617142,0.0050478800865221725,0.025550668415752646,0.0033016602055083986
"original {\\sc Dsea}","gaussian","appropriate",8,0,67.696282994978,1.7172266666666656,0.8116975709086163,0.37024211958397407,1.0038289838473566,2.267581819750212e6,1.6968715496235784,0.8165792190705241,0.37093184076756325,1.4761570958999155
"original {\\sc Dsea}","gaussian","appropriate",8,1,0.0008395631063812008,0.016408159489676364,0.0007851136529286599,0.009924556377349927,0.0004013801996828428,2.982563021445772,0.030483579440987698,0.001367498441061995,0.013591602376621905,0.0011721915810594561
"original {\\sc Dsea}","gaussian","appropriate",8,2,0.03360116017159699,0.17598172063861028,0.040059435965662,0.07175564430701155,0.01904646295779604,0.3072379723087933,0.17777957288820012,0.037019765585829166,0.06899222526743837,0.017796604229223238
"original {\\sc Dsea}","gaussian","appropriate",8,3,0.05911606701221103,0.23177319913119987,0.07406814946168351,0.09877479509059622,0.03491016417234285,0.5693394309537049,0.23285588630705023,0.06922274422326569,0.09541274613885749,0.032922993608263035
"original {\\sc Dsea}","gaussian","appropriate",8,4,0.07240894618058996,0.25279911155515944,0.09349162385515941,0.1119366886341485,0.04387882570285582,1.1322452209452754,0.25356233877565537,0.0876281084651442,0.10824662113205691,0.04152438145466327
"original {\\sc Dsea}","gaussian","appropriate",8,5,0.07966192381700095,0.26146167338573095,0.10521957915866584,0.11957415802253517,0.04924900556712452,1.5293942625649812,0.2618867348430565,0.09870996839672967,0.11567256988231457,0.04664902721139072
"original {\\sc Dsea}","gaussian","appropriate",8,6,0.08404782935872777,0.2656772263259792,0.1130944875718146,0.12472273740827095,0.052839811571927964,1.7279558708466534,0.2654115724977767,0.10615583248217486,0.12068496990911293,0.05006357418920462
"original {\\sc Dsea}","gaussian","appropriate",8,7,0.08703155587330161,0.2676730978817893,0.11895951980606506,0.12864125350564784,0.055520306319956886,1.8333582364847767,0.2665917358273771,0.11172870973975482,0.1245183853906544,0.052619400846739994
"original {\\sc Dsea}","gaussian","appropriate",8,8,0.08929503327658907,0.2686593903113843,0.12370000533633652,0.13189563529848128,0.05770551969167834,1.8956915566725132,0.2667230905591804,0.11626583220313247,0.12772125509789561,0.05471633981530705
"original {\\sc Dsea}","gaussian","appropriate",8,9,0.0911642755752759,0.2691708378006656,0.12775462494701775,0.13475593176240078,0.059598796733259844,1.9352108466440339,0.2663973361778776,0.12017602391186624,0.13055165348025458,0.05654627705807174
"original {\\sc Dsea}","gaussian","appropriate",8,10,0.09280186881054407,0.26945517853919587,0.13135181390719122,0.13735854910199238,0.06130401477826324,1.9612572856218524,0.26589377937389425,0.1236688411017978,0.13313806696750807,0.058205216584448216
"original {\\sc Dsea}","gaussian","appropriate",8,11,0.09428713962713349,0.2696320700874025,0.13461223367449496,0.13977372501494476,0.06287404331516516,1.9787872952504637,0.26589997831270806,0.12685292352199676,0.1355455608009562,0.05974082236741582
"original {\\sc Dsea}","gaussian","appropriate",8,12,0.09566185063061043,0.2697542071185528,0.137605487309789,0.14204046632877682,0.06433788836328191,1.9906455437014812,0.2660221153438583,0.12978995536971127,0.13780975725259212,0.06117858937034462
"original {\\sc Dsea}","gaussian","appropriate",8,13,0.09694843125267712,0.26985119575843086,0.14037425119412902,0.1441815506828587,0.06571212407042701,1.9986185930552935,0.26611910398373645,0.13251730233662012,0.1399512238776465,0.06253272470878328
"original {\\sc Dsea}","gaussian","appropriate",8,14,0.09815894902213994,0.26993544758362115,0.14294652842834385,0.1462111666814818,0.0670067008239194,2.003835237010042,0.2662033558089265,0.1350594390459001,0.1419827561815621,0.06381160154394014
"original {\\sc Dsea}","gaussian","appropriate",8,15,0.09930190058098638,0.27001435447875743,0.14534380748346037,0.14813957780819498,0.06822891173042205,2.0070736467521355,0.2662822627040631,0.1374353533314588,0.14391371408330117,0.06502141541965947
"original {\\sc Dsea}","gaussian","appropriate",8,16,0.10038067373972069,0.2700905602183078,0.14758040909649264,0.14997329471723567,0.06938293897047945,2.008917835454076,0.2663584684436132,0.1396575538090445,0.1457500039961636,0.06616556935816478
"original {\\sc Dsea}","gaussian","appropriate",8,17,0.10139963243040882,0.27016496511346977,0.14967046711690007,0.15171868526591586,0.07047329701355454,2.0097599527528653,0.2664328733387754,0.14173884599832742,0.14749763273103958,0.06724801671083579
"original {\\sc Dsea}","gaussian","appropriate",8,18,0.10236273203424792,0.270236966021573,0.15162640655757734,0.15338121457653958,0.07150403079722452,2.0098985586592795,0.2665048742468784,0.14369065140582982,0.14916185286491968,0.06827239524910735
"original {\\sc Dsea}","gaussian","appropriate",8,19,0.10327212056238573,0.2703078497901763,0.1534578351173043,0.15496511410941857,0.07247810991606601,2.009579197486817,0.2665757580154818,0.14552182196503577,0.15074677286184918,0.06924138959619737
"original {\\sc Dsea}","gaussian","appropriate",8,20,0.10413141226856157,0.27037668000519743,0.15517509540692945,0.15647505390973837,0.07339918342578265,2.008974921493097,0.2666445882305029,0.1472420199551958,0.15225698021542117,0.07015839018159091
"re-weighting fix","gaussian","appropriate",8,0,67.696282994978,1.7172266666666656,0.8116975709086163,0.37024211958397407,1.0038289838473566,2.267581819750212e6,1.6968715496235784,0.8165792190705241,0.37093184076756325,1.4761570958999155
"re-weighting fix","gaussian","appropriate",8,1,0.08849532604321073,0.23164743910352403,0.053573863387701065,0.08355034775108894,0.031246512355377037,20.36078330459504,0.23559854898676016,0.058227852871163464,0.08703160335154975,0.03480170849767469
"re-weighting fix","gaussian","appropriate",8,2,0.009952590082917703,0.08091503558028029,0.008495548553984654,0.032729796703771,0.0044785110741372485,1.6597889115542328,0.08973008595464711,0.011169356434663312,0.03762117953623237,0.006207101004073854
"re-weighting fix","gaussian","appropriate",8,3,0.0026301266356630213,0.03597657905903542,0.002453698749579132,0.01753347573397854,0.0012558654514485037,1.3883637369000599,0.05528679235865162,0.003975043171284029,0.022521667322044997,0.002351316080827325
"re-weighting fix","gaussian","appropriate",8,4,0.0015515887930149816,0.023598275763338644,0.0015011160586226966,0.013705930771842588,0.0007589253771965244,1.759262826484666,0.04393584735918606,0.0024141902367157807,0.017685122310473513,0.0015889028928561186
"re-weighting fix","gaussian","appropriate",8,5,0.001466037630143213,0.02079308150207554,0.0014428719511244289,0.013437011202981504,0.0007252838778817214,2.1432117408535287,0.03919232937512701,0.0020291932598896236,0.016299068840372407,0.0014334212419624159
"re-weighting fix","gaussian","appropriate",8,6,0.0015905686530546317,0.020845338657028666,0.001578633522034507,0.014056471849568397,0.0007913006746413589,2.4052784754341716,0.0380914511077161,0.0019837912621399004,0.016145745705418494,0.0014365386858975029
"re-weighting fix","gaussian","appropriate",8,7,0.0017656205304500373,0.021590157056271826,0.0017604688508518216,0.014846189079841478,0.000881093342741829,2.5542657129690998,0.03802119647994034,0.0020625116119928717,0.01646043583300292,0.0014906990686448748
"re-weighting fix","gaussian","appropriate",8,8,0.0019504112076518317,0.022205254925484218,0.0019503979830788921,0.01562910940390914,0.0009752084745866484,2.6291860533940916,0.03822518330183033,0.0021932445432653854,0.016956935340269947,0.001563794419258296
"re-weighting fix","gaussian","appropriate",8,9,0.0021325361169125248,0.022648968770694184,0.0021370027829199366,0.016362506693339843,0.0010677736258277834,2.661366348424231,0.038523844850613866,0.0023467648514616988,0.017518134491625648,0.001644221587144007
"re-weighting fix","gaussian","appropriate",8,10,0.0023081006507442007,0.022974051211601305,0.002316796634769214,0.017039907252688856,0.0011569779826398232,2.6702210474484507,0.0388512595118958,0.002510052019784178,0.01809436573639929,0.001727284375555261
