"name","dataset","f_train","b","k","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"original {\\sc Dsea}","gaussian","appropriate",2,19,0.09569316440778283,0.25371828636083243,0.13797097986877002,0.1439551719466462,0.06490671789606982,0.45238777280817327,0.25844028773958705,0.1404665394854151,0.14527460297754402,0.06597166429393636
"original {\\sc Dsea}","gaussian","appropriate",2,20,0.09647027235058345,0.2536695531214269,0.13964679441006753,0.14536862115125204,0.06576589985306791,0.4537818886918499,0.25837518962107464,0.14219515321052456,0.14671296960653654,0.0668569551345529
"re-weighting fix","gaussian","appropriate",2,0,123.4204747398045,1.7184666666666661,0.8139326128875053,0.37038296257221315,1.0255245680550207,2.2675829945676276e6,1.7135024149565938,0.8094460502702028,0.3701705659022729,1.482104963109814
"re-weighting fix","gaussian","appropriate",2,1,0.0962152759195228,0.24104422599233669,0.05771199411911373,0.08675253937159302,0.03381391717343814,30.388531589833363,0.23897041318697157,0.05773180053388218,0.08700854499901277,0.03541338593835863
"re-weighting fix","gaussian","appropriate",2,2,0.012725098936416376,0.09023870819848433,0.01068596804453355,0.03672171980385395,0.005668405069490751,0.6402668846014765,0.08606682427822986,0.010934556820578648,0.0372261789428052,0.005975857388772808
"re-weighting fix","gaussian","appropriate",2,3,0.004273246810536045,0.04583315511698417,0.003823293038715366,0.021907606754791347,0.001985582470304859,0.22179950845323776,0.04607918947404381,0.003904892395778257,0.022200855987047383,0.0021097124665039007
"re-weighting fix","gaussian","appropriate",2,4,0.0027926731014605486,0.03080416627844098,0.00250983118442285,0.017749077359083723,0.001301380789491521,0.19886976389676417,0.03736426154047538,0.0024843433738913627,0.017727933048649003,0.0013612017933033657
"re-weighting fix","gaussian","appropriate",2,5,0.0025746777664995943,0.025874932844060148,0.0023059944601107065,0.01701834499574212,0.0011969964655222107,0.23640984404523743,0.03543769990461184,0.002225420796908984,0.016797814833167266,0.001236030060713126
"re-weighting fix","gaussian","appropriate",2,6,0.002690790085052051,0.024138199415392296,0.0024063630764088475,0.017389930039769356,0.0012496197734305702,0.2898700156679362,0.034921894693418436,0.00229382002525757,0.017063761830744168,0.0012825392602124309
"re-weighting fix","gaussian","appropriate",2,7,0.0029223531558216355,0.023776283535170695,0.0026139376952911252,0.018129045703557414,0.001357189752723967,0.340117057125399,0.03495100151027644,0.002476811889753221,0.01773357369527749,0.0013856972531249004
"re-weighting fix","gaussian","appropriate",2,8,0.0032004238447246977,0.023997310340503477,0.002865658199820839,0.018986109960328065,0.0014872095427304274,0.3787196077671198,0.03516399594394068,0.0027045817832565293,0.018528602475456436,0.001508211333915594
"re-weighting fix","gaussian","appropriate",2,9,0.003498423298468131,0.02459502660595705,0.0031371122244105813,0.019869017716316467,0.0016271190529366722,0.4044697680721059,0.0354292766685737,0.0029504163531750126,0.01934749867403772,0.00163664074871068
"re-weighting fix","gaussian","appropriate",2,10,0.003804322758853773,0.025211675734878983,0.0034172839562944617,0.020741170888072275,0.00177124706197511,0.419505650370883,0.03571619041721241,0.0032030043420997727,0.020152818868961028,0.0017659544499045476
"re-weighting fix","gaussian","appropriate",2,11,0.004112577110300369,0.025772696896794456,0.0037011248296099997,0.021589182149574247,0.0019169910952700105,0.4267130941917898,0.03607908091835592,0.00345755477475548,0.02093232099170007,0.0018944471151253026
"re-weighting fix","gaussian","appropriate",2,12,0.004420228017451892,0.026273464001953864,0.003985964617994544,0.02240828785436085,0.0020629722559300538,0.42858689937980116,0.03646457488340225,0.0037117206457006617,0.021682390269393358,0.002021496095538307
