"name","configfile","b","k","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"strong smearing","conf/data/gaussian-high.yml",3,2,0.10020119709936674,0.242152326996611,0.06079033813369234,0.08899920687930024,0.03555731168845241,0.07936398867496705,0.22356401266319806,0.05159807496473129,0.08159063336052941,0.029410267403177343
"strong smearing","conf/data/gaussian-high.yml",3,3,0.03688859953224534,0.1414994282867156,0.027669084895085794,0.05941097284251939,0.015240773866256666,0.02953071519022158,0.12864103741870248,0.023249800248721225,0.0543156226004834,0.01259139135471004
"strong smearing","conf/data/gaussian-high.yml",3,4,0.020100244029742483,0.09072536183503564,0.01658211341349838,0.04578966731442793,0.008853782329437565,0.01808536439694769,0.07849034819140649,0.01528658939652083,0.04391883511196492,0.008092325614360222
"strong smearing","conf/data/gaussian-high.yml",3,5,0.015149667326807774,0.07279095584324066,0.013237367826969668,0.04082935494187836,0.0069291859053204705,0.01584469807895309,0.07011581210024433,0.01398569072886449,0.04194941753171609,0.007294828091384779
"strong smearing","conf/data/gaussian-high.yml",3,6,0.014322886198540441,0.07055549202939418,0.012983164713868482,0.040395991046478626,0.006710222492038629,0.016638031434245727,0.07196010392589698,0.01511454496976996,0.043576351380161804,0.007805969908596075
"strong smearing","conf/data/gaussian-high.yml",3,7,0.015226807430209073,0.07174657285098743,0.014125306942696805,0.04211551398723867,0.007242757653241011,0.018633583806155707,0.07607286066214297,0.01724189994174613,0.04652645559913315,0.00884858554267644
"strong smearing","conf/data/gaussian-high.yml",3,8,0.01698461919337575,0.07420078021851807,0.015994559596283976,0.04480668621922095,0.008159255276756115,0.02120124559578963,0.08093288406353895,0.019855871427876422,0.049924672711254114,0.01014810571277759
"strong smearing","conf/data/gaussian-high.yml",3,9,0.019239019789767754,0.07742226403151659,0.018308525194552627,0.0479365346269679,0.009306470256904485,0.02410663219559776,0.08541366430887258,0.02276829159827439,0.0534640839313221,0.011603074954402139
"strong smearing","conf/data/gaussian-high.yml",3,10,0.02183110937889804,0.08111454260993198,0.020940107194416063,0.05126926409141011,0.010615717971473784,0.02725675881095458,0.08968026573591753,0.025908674958694426,0.05704057767720529,0.013174639047013319
"strong smearing","conf/data/gaussian-high.yml",3,11,0.02468513274624034,0.08509285874010497,0.023829120519148192,0.054699055049444265,0.012054398399064413,0.030613222008343547,0.09382484116476784,0.029251282237577718,0.060621082806658136,0.014847903069509966
"strong smearing","conf/data/gaussian-high.yml",3,12,0.027759957400975078,0.08923756283959278,0.02694325306652961,0.05817435527138706,0.013604950764888034,0.03415644089277371,0.09789297369288397,0.03278474569660226,0.06419419674506124,0.016615892893598647
"strong smearing","conf/data/gaussian-high.yml",3,13,0.031032541259332226,0.09347140394431588,0.030264991911356332,0.06167021926535119,0.015257759537852245,0.03787613370431093,0.10191073911288925,0.03650434841407979,0.06775724587431728,0.018475410199402263
"strong smearing","conf/data/gaussian-high.yml",3,14,0.03448732800532639,0.0978062535940055,0.033782928691784994,0.06517297998468294,0.017006497033259193,0.04176455464487616,0.10588982008106036,0.04040672137001667,0.07130937989957384,0.02042414166289024
"strong smearing","conf/data/gaussian-high.yml",3,15,0.038112008777572724,0.10219079488212125,0.03748778349445875,0.06867377990497356,0.0188460928912308,0.04581369847527507,0.10983315105832407,0.04448718937639481,0.07484890336173859,0.022459304664350477
"strong smearing","conf/data/gaussian-high.yml",3,16,0.04189682236253836,0.10669035002809864,0.04137215589956492,0.07216717793892378,0.020772534979975752,0.05001633982940338,0.11373954171585801,0.04874109300262522,0.07837450138379366,0.024578257522478192
"strong smearing","conf/data/gaussian-high.yml",3,17,0.04583380825148314,0.11134334263226016,0.04543010343827494,0.07565001242538653,0.022782605040809537,0.054366247614532785,0.11761055478692674,0.0531642816907983,0.08188554240492939,0.02677869782699293
"strong smearing","conf/data/gaussian-high.yml",3,18,0.04991436623563572,0.11594189988983522,0.049654746944798454,0.07911897749314768,0.02487267154216013,0.0588555201521036,0.12144069193219123,0.057750700330184215,0.08538013052801807,0.02905741065352591
