"name","factor","b","k","ib_chi2p","ib_emd","ib_chi2s","ib_h","ib_kl","oob_chi2p","oob_emd","oob_chi2s","oob_h","oob_kl"
"no expansion",1,1,0,120.83221694965134,1.697326666666665,0.8151546216572461,0.36920496141991016,0.9994440068008792,23.11030262897837,1.6957739500702673,0.805904320821263,0.36609420654226454,0.9121525531032257
"no expansion",1,1,1,0.049518288342379466,0.19146720054473465,0.03876621813137252,0.0702425200135621,0.02107148339021513,0.048853669392356046,0.18959574514141436,0.03682895652645176,0.06885867938822136,0.020210495872878802
"no expansion",1,1,2,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,3,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,4,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,5,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,6,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,7,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,8,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,9,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,10,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,11,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,12,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,13,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,14,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,15,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,16,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,17,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,18,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,19,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"no expansion",1,1,20,0.0023045193303188756,0.032825185251211024,0.0022086109379284764,0.016634952399580145,0.0011203661834471232,0.002953149138586437,0.029681075255367496,0.0029438018210323517,0.019627630603208844,0.0014879565142879936
"expand with factor 2",2,1,0,120.83221694965134,1.697326666666665,0.8151546216572461,0.36920496141991016,0.9994440068008792,23.11030262897837,1.6957739500702673,0.805904320821263,0.36609420654226454,0.9121525531032257
"expand with factor 2",2,1,1,0.060708703196221445,0.20703863952019252,0.04395695422578361,0.0749909128532348,0.024353371290593936,0.057320775056176984,0.20341554062522463,0.04118462644994567,0.07266065239370251,0.022899555519770767
"expand with factor 2",2,1,2,0.004165363752374056,0.04695331442323885,0.0038337332744944534,0.021922592567370686,0.001971122025930374,0.0042789746352847585,0.04323330885188909,0.003954473368764368,0.02228142463113818,0.0020312440948784876
"expand with factor 2",2,1,3,0.0036763014968667837,0.043430683024048504,0.003394964129038147,0.02062860172219908,0.0017434480511316927,0.003868043647131051,0.03990563044517514,0.00359402628653295,0.021240870285009948,0.0018427382735978883
"expand with factor 2",2,1,4,0.0036760998172023196,0.043428846652411895,0.003394787043096989,0.020628062767175978,0.0017433554545310415,0.0038678628498138965,0.039904207828852054,0.003593870654504662,0.02124040966188055,0.0018426563300942857
"expand with factor 2",2,1,5,0.0036760998172023196,0.043428846652411895,0.003394787043096989,0.020628062767175978,0.0017433554545310415,0.0038678628498138965,0.039904207828852054,0.003593870654504662,0.02124040966188055,0.0018426563300942857
"expand with factor 2",2,1,6,0.0036760797076481446,0.043428707505181297,0.0033947678795398233,0.020628004669980365,0.0017433457145955842,0.003867866768541263,0.039904116139147114,0.0035938740060505064,0.02124041955811819,0.0018426580994331929
"expand with factor 2",2,1,7,0.0036760836245675623,0.04342864665226621,0.0033947722936592604,0.020628018008383944,0.0017433478396883828,0.0038678618988230344,0.039904007828706366,0.0035938696772122546,0.02124040678583356,0.0018426558458311743
"expand with factor 2",2,1,8,0.0036760836245675623,0.04342864665226621,0.0033947722936592604,0.020628018008383944,0.0017433478396883828,0.0038678618988230344,0.039904007828706366,0.0035938696772122546,0.02124040678583356,0.0018426558458311743
"expand with factor 2",2,1,9,0.0036760836245675623,0.04342864665226621,0.0033947722936592604,0.020628018008383944,0.0017433478396883828,0.0038678618988230344,0.039904007828706366,0.0035938696772122546,0.02124040678583356,0.0018426558458311743
"expand with factor 2",2,1,10,0.003676077950282053,0.04342861034605453,0.0033947677107466516,0.020628004005359062,0.0017433453683349377,0.0038678586112860782,0.03990397474282053,0.003593866876902398,0.021240398478255918,0.001842654366677104
"expand with factor 2",2,1,11,0.003676077950282053,0.04342861034605453,0.0033947677107466516,0.020628004005359062,0.0017433453683349377,0.0038678586112860782,0.03990397474282053,0.003593866876902398,0.021240398478255918,0.001842654366677104
"expand with factor 2",2,1,12,0.003676077950282053,0.04342861034605453,0.0033947677107466516,0.020628004005359062,0.0017433453683349377,0.0038678586112860782,0.03990397474282053,0.003593866876902398,0.021240398478255918,0.001842654366677104
"expand with factor 2",2,1,13,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,14,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,15,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,16,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,17,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,18,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,19,0.0036760597085266997,0.043428371198714746,0.003394750161710896,0.020627950816347242,0.0017433364777492358,0.003867853838388549,0.039903783053007326,0.0035938616126028593,0.02124038302053243,0.0018426518154655161
"expand with factor 2",2,1,20,0.0036760599741942485,0.04342836880724107,0.003394750448972913,0.020627951689186002,0.0017433366177870761,0.003867852632887573,0.03990377913610733,0.0035938607917216556,0.02124038054165126,0.0018426513431766603
"expand with factor 3",3,1,0,120.83221694965134,1.697326666666665,0.8151546216572461,0.36920496141991016,0.9994440068008792,23.11030262897837,1.6957739500702673,0.805904320821263,0.36609420654226454,0.9121525531032257
"expand with factor 3",3,1,1,0.06430831684824825,0.20941063946452385,0.04476865616360123,0.07576523711732557,0.024981660415306854,0.05900534087328655,0.20593556749004552,0.04192873385801307,0.07335243424104085,0.023389194145482167
"expand with factor 3",3,1,2,0.003858773470227591,0.04499123461044206,0.0035563274771692587,0.0211152599287195,0.0018273835955109126,0.00400408157607977,0.041051843150071196,0.003716896721870132,0.021597032937806175,0.0019062776932504215
"expand with factor 3",3,1,3,0.0033368695925717184,0.04117289274413642,0.003086042787681546,0.019668865731206863,0.0015837055521295178,0.0035714264301439204,0.037311273860119475,0.00333605270736951,0.02045931569321317,0.0017073278678384862
"expand with factor 3",3,1,4,0.003332869995837595,0.04114439482104546,0.0030824200471572904,0.019657313719558547,0.001581831823409639,0.003568155053272587,0.03728109435347488,0.0033331692181622083,0.020450461667868864,0.001705822224332626
"expand with factor 3",3,1,5,0.00333286515084975,0.04114435870179729,0.0030824161336264525,0.01965730119322562,0.0015818297127793333,0.0035681529362598524,0.03728104812406768,0.003333167796407568,0.020450457231311035,0.0017058214003727002
"expand with factor 3",3,1,6,0.00333286515084975,0.04114435870179729,0.0030824161336264525,0.01965730119322562,0.0015818297127793333,0.0035681529362598524,0.03728104812406768,0.003333167796407568,0.020450457231311035,0.0017058214003727002
"expand with factor 3",3,1,7,0.00333286515084975,0.04114435870179729,0.0030824161336264525,0.01965730119322562,0.0015818297127793333,0.0035681529362598524,0.03728104812406768,0.003333167796407568,0.020450457231311035,0.0017058214003727002
"expand with factor 3",3,1,8,0.00333286515084975,0.04114435870179729,0.0030824161336264525,0.01965730119322562,0.0015818297127793333,0.0035681529362598524,0.03728104812406768,0.003333167796407568,0.020450457231311035,0.0017058214003727002
"expand with factor 3",3,1,9,0.0033328640726873093,0.041144353193043284,0.003082415050546429,0.019657297751600796,0.0015818291719708354,0.0035681507433130612,0.03728102892888135,0.0033331657265422993,0.020450450899475114,0.001705820344904215
"expand with factor 3",3,1,10,0.0033328640726873093,0.041144353193043284,0.003082415050546429,0.019657297751600796,0.0015818291719708354,0.0035681507433130612,0.03728102892888135,0.0033331657265422993,0.020450450899475114,0.001705820344904215
"expand with factor 3",3,1,11,0.0033328640726873093,0.041144353193043284,0.003082415050546429,0.019657297751600796,0.0015818291719708354,0.0035681507433130612,0.03728102892888135,0.0033331657265422993,0.020450450899475114,0.001705820344904215
"expand with factor 3",3,1,12,0.0033328456017336304,0.04114419810552729,0.0030823973478057223,0.019657241440962696,0.0015818201919403066,0.0035681561238659165,0.03728093697696324,0.00333317063371495,0.020450465928192024,0.0017058228766038519
"expand with factor 3",3,1,13,0.0033328459488297358,0.04114419555465243,0.003082397738652019,0.019657242689503446,0.0015818203801108634,0.0035681550692615,0.037280933057445266,0.003333169884252641,0.02045046358889398,0.001705822452473104
"expand with factor 3",3,1,14,0.0033328459488297358,0.04114419555465243,0.003082397738652019,0.019657242689503446,0.0015818203801108634,0.0035681550692615,0.037280933057445266,0.003333169884252641,0.02045046358889398,0.001705822452473104
"expand with factor 3",3,1,15,0.0033328524113632996,0.041144140467083694,0.0030824038070919706,0.01965726201958971,0.0015818234790958778,0.003568156304256027,0.037280941105486964,0.0033331705639226225,0.020450465696652008,0.0017058228840775669
"expand with factor 3",3,1,16,0.0033328524113632996,0.041144140467083694,0.0030824038070919706,0.01965726201958971,0.0015818234790958778,0.003568156304256027,0.037280941105486964,0.0033331705639226225,0.020450465696652008,0.0017058228840775669
"expand with factor 3",3,1,17,0.0033328524113632996,0.041144140467083694,0.0030824038070919706,0.01965726201958971,0.0015818234790958778,0.003568156304256027,0.037280941105486964,0.0033331705639226225,0.020450465696652008,0.0017058228840775669
"expand with factor 3",3,1,18,0.0033328524113632996,0.041144140467083694,0.0030824038070919706,0.01965726201958971,0.0015818234790958778,0.003568156304256027,0.037280941105486964,0.0033331705639226225,0.020450465696652008,0.0017058228840775669
"expand with factor 3",3,1,19,0.003332844410756506,0.04114398537951532,0.003082395557714607,0.019657235818330534,0.0015818193949622414,0.003568143067719183,0.037280849153541636,0.003333157468302737,0.02045042568198906,0.0017058163120840498
"expand with factor 3",3,1,20,0.003332839009208134,0.04114394987075888,0.0030823910508124028,0.019657221390295302,0.0015818169937948834,0.0035681414441721456,0.03728081995834831,0.0033331558910688146,0.02045042086075128,0.0017058155156882374
"expand with factor 4",4,1,0,120.83221694965134,1.697326666666665,0.8151546216572461,0.36920496141991016,0.9994440068008792,23.11030262897837,1.6957739500702673,0.805904320821263,0.36609420654226454,0.9121525531032257
"expand with factor 4",4,1,1,0.06717703746071046,0.21179212373312653,0.04551910239674612,0.07645440521861804,0.025519905162735303,0.06054329978491022,0.20760625718655584,0.04264944430700167,0.07401120369994572,0.02385217970324157
"expand with factor 4",4,1,2,0.004711689482401397,0.05075982673647624,0.004264832207898096,0.0231369606058251,0.0022036510555324,0.004695758551345027,0.04692986331901136,0.0042917565036541495,0.023205426246355708,0.0022125356599188
"expand with factor 4",4,1,3,0.004265319404177856,0.04778503068329571,0.00386879832006263,0.022035720662102586,0.001997463074417183,0.004317261629200904,0.044160747273630535,0.003961854474457039,0.02229388753648753,0.0020396397851633265
"expand with factor 4",4,1,4,0.0042601427561453865,0.047749348510770576,0.003864191524876769,0.02202258928239574,0.0019950671122624854,0.004312903780146089,0.04412735438109596,0.003958051778875765,0.022283164621280042,0.0020376476095322832
"expand with factor 4",4,1,5,0.004260113561804017,0.04774915371992311,0.0038641651524333838,0.022022514159853616,0.001995053473268267,0.004312902276963305,0.04412721583101898,0.003958050914353328,0.022283162095527477,0.0020376470783312907
"expand with factor 4",4,1,6,0.004260113709109634,0.04774915133413264,0.0038641653005733302,0.0220225145809945,0.0019950535471810423,0.004312900851832627,0.04412721191834552,0.003958049999987878,0.02228315944422461,0.0020376465398611095
"expand with factor 4",4,1,7,0.00426011313294503,0.047749150995553324,0.003864165134274792,0.022022514022283852,0.0019950534116661275,0.0043129009571271195,0.04412721162707805,0.0039580501664695025,0.02228315994586913,0.0020376466139127563
